Timestamp,Position,Brightness
1713937445.697256,2.0,47.68885803222656
1713937445.7334268,2.0,47.68684005737305
1713937445.7576766,2.0,47.75730514526367
1713937445.7956407,2.0,47.57612991333008
1713937445.8379002,2.0,47.72426986694336
1713937445.8749998,2.0,47.66535568237305
1713937445.9070263,2.0,47.678977966308594
1713937445.937365,2.0,47.707542419433594
1713937445.9775333,2.0,47.699974060058594
1713937446.2026072,2.0,47.82032775878906
1713937446.589836,2.0,47.70401382446289
1713937446.966794,2.0,47.63389587402344
1713937446.1186614,2.0,47.70176696777344
1713937446.1520383,2.0,47.636566162109375
1713937446.1929982,2.0,47.737483978271484
1713937446.2169101,2.0,47.79888153076172
1713937446.2640836,2.0,47.716461181640625
1713937446.291355,2.0,47.7102165222168
1713937446.3320382,2.0,47.80683898925781
1713937446.3786647,2.0,47.740901947021484
1713937446.4090433,2.0,47.693294525146484
1713937446.4299374,2.0,47.72749328613281
1713937446.48134,2.0,47.6303825378418
1713937446.5079558,2.0,47.729217529296875
1713937446.5351033,2.0,47.75295639038086
1713937446.5765076,2.0,47.68636703491211
1713937446.604162,2.0,47.797142028808594
1713937446.6395426,2.0,47.70951461791992
1713937446.674937,2.0,47.73054504394531
1713937446.710318,2.0,47.60929489135742
1713937446.7451463,2.0,47.72878646850586
1713937446.7980366,2.0,47.741268157958984
1713937446.8359091,2.0,47.73357391357422
1713937446.8652852,2.0,47.803165435791016
1713937446.8854682,2.0,47.736610412597656
1713937446.933934,2.0,47.75154113769531
1713937446.9650052,2.0,47.75911331176758
1713937447.2727048,2.0,47.779972076416016
1713937447.3331707,2.0,47.709869384765625
1713937447.6532826,2.0,47.74814987182617
1713937447.1006272,2.0,47.63530731201172
1713937447.151761,2.0,47.82197189331055
1713937447.1855636,2.0,47.78269958496094
1713937447.2090697,2.0,47.84397506713867
1713937447.2472003,2.0,47.74673843383789
1713937447.280726,2.0,47.73887252807617
1713937447.3090718,2.0,47.7483024597168
1713937447.3475726,2.0,47.712581634521484
1713937447.3790827,2.0,47.76926040649414
1713937447.4318564,2.0,47.70051574707031
1713937447.4515731,2.0,47.7663459777832
1713937447.4890904,2.0,47.721778869628906
1713937447.5231419,2.0,47.73695373535156
1713937447.55676,2.0,47.76093292236328
1713937447.5961838,2.0,47.6855354309082
1713937447.6333659,2.0,47.76347351074219
1713937447.6645024,2.0,47.708805084228516
1713937447.7047231,2.0,47.67203903198242
1713937447.742875,2.0,47.70866394042969
1713937447.7698224,2.0,47.78046798706055
1713937447.8056743,2.0,47.729225158691406
1713937447.8434753,2.0,47.77516555786133
1713937447.8743935,2.0,47.779396057128906
1713937447.9051201,2.0,47.76078414916992
1713937447.9567404,2.0,47.72428894042969
1713937447.9790113,2.0,47.73227310180664
1713937448.1769607,2.0,47.74361038208008
1713937448.5309336,2.0,47.754337310791016
1713937448.8836908,2.0,47.74458312988281
1713937448.1278098,2.0,47.78871536254883
1713937448.1574268,2.0,47.697242736816406
1713937448.196438,2.0,47.68678283691406
1713937448.2424016,2.0,47.774940490722656
1713937448.2792656,2.0,47.85639190673828
1713937448.307935,2.0,47.760963439941406
1713937448.3324893,2.0,47.71352005004883
1713937448.3718777,2.0,47.60504150390625
1713937448.4118958,2.0,47.69664764404297
1713937448.4476428,2.0,47.73395919799805
1713937448.4734566,2.0,47.72603988647461
1713937448.5100648,2.0,47.66738510131836
1713937448.5466437,2.0,47.74934387207031
1713937448.5780811,2.0,47.71937561035156
1713937448.6090322,2.0,47.67809295654297
1713937448.6580157,2.0,47.71632385253906
1713937448.689796,2.0,47.699562072753906
1713937448.7273884,2.0,47.70222473144531
1713937448.7629693,2.0,47.7025032043457
1713937448.791778,2.0,47.60965347290039
1713937448.834838,2.0,47.64923858642578
1713937448.8702772,2.0,47.730037689208984
1713937448.895645,2.0,47.656150817871094
1713937448.9392927,2.0,47.643592834472656
1713937448.972333,2.0,47.68918991088867
1713937449.4108834,2.0,47.682830810546875
1713937449.469872,2.0,47.73165512084961
1713937449.842923,2.0,47.66069793701172
1713937449.117417,2.0,47.73261642456055
1713937449.1467862,2.0,47.806312561035156
1713937449.1853611,2.0,47.712486267089844
1713937449.2267554,2.0,47.664981842041016
1713937449.2527244,2.0,47.71577072143555
1713937449.280265,2.0,47.68050765991211
1713937449.3188322,2.0,47.69477844238281
1713937449.361875,2.0,47.67564392089844
1713937449.3879373,2.0,47.67132568359375
1713937449.4407752,2.0,47.76608657836914
1713937449.4684775,2.0,47.67353820800781
1713937449.4977217,2.0,47.68695831298828
1713937449.5334861,2.0,47.69707107543945
1713937449.5754018,2.0,47.75038146972656
1713937449.6067197,2.0,47.59013366699219
1713937449.6310081,2.0,47.71464920043945
1713937449.6713414,2.0,47.607688903808594
1713937449.7045543,2.0,47.6194953918457
1713937449.7430303,2.0,47.627498626708984
1713937449.7734373,2.0,47.737945556640625
1713937449.8174684,2.0,47.698455810546875
1713937449.854596,2.0,47.68062210083008
1713937449.883618,2.0,47.6909065246582
1713937449.9170144,2.0,47.68456268310547
1713937449.9735408,2.0,47.68559265136719
1713937450.259395,2.0,47.77823257446289
1713937450.410857,2.0,47.615562438964844
1713937450.7479217,2.0,47.7331657409668
1713937450.98298,2.0,47.68431091308594
1713937450.129232,2.0,47.71760940551758
1713937450.1678278,2.0,47.664772033691406
